plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,violation_status
EXC4237,NY,PAS,9116840434,3/22/2024,03:16P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZGNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING HELD-GUILTY
KUH2201,NY,PAS,9116840458,3/22/2024,03:34P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZFeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HJL6939,NY,PAS,9116840460,3/22/2024,03:53P,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,0.0,60.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZFeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
FAP5849,NY,PAS,9116840471,3/22/2024,03:55P,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,0.0,60.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZFelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
AXM7603,WA,PAS,9116840483,3/22/2024,04:01P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZFMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GRS1224,NY,PAS,9116840495,3/22/2024,04:03P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZFMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JLC6918,NY,PAS,9116840513,3/22/2024,05:41P,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,0.0,60.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZWNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JSG2404,OH,PAS,9116840525,3/25/2024,01:30P,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZWNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MFH2786,PA,PAS,9116840288,3/21/2024,04:01P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115.0,0.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkVrMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KWR1412,NY,PAS,9116840501,3/22/2024,04:22P,OBSTRUCTING DRIVEWAY,95,0,0,0,95.0,0.0,84,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZWM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING HELD-GUILTY
LDF2187,NY,PAS,9116840537,3/25/2024,01:34P,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,0.0,60.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZWNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVM8537,NY,PAS,9116840550,3/25/2024,01:49P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZVeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLP8418,NY,PAS,9116840562,3/25/2024,02:11P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZVeVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
E78JCG,NJ,PAS,9116840574,3/25/2024,02:12P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZVelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
UAX4864,VA,PAS,9116840598,3/25/2024,02:15P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZVMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
41HK527,AL,PAS,9116840616,3/25/2024,02:28P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZsNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KXP7453,NY,PAS,9116840628,3/25/2024,02:29P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZsNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LFJ3154,NY,PAS,9116840630,3/25/2024,02:31P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZsNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LDA5812,NY,PAS,9116840641,3/25/2024,02:32P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZrd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVR4367,NY,PAS,9116840653,3/25/2024,02:37P,FRONT OR BACK PLATE MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZreFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HYU7953,NY,PAS,9116840677,3/25/2024,03:02P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZrelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HYU7953,NY,PAS,9116840689,3/25/2024,03:05P,NO STANDING-BUS STOP,115,0,0,0,0.0,115.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZrMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LFJ3009,NY,PAS,9116840719,3/25/2024,03:19P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdONFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING PENDING
KXD6459,NY,PAS,9116840720,3/25/2024,03:20P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdONVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JPG7865,NY,PAS,9116840732,3/25/2024,03:52P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdONlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
N87RXJ,NJ,PAS,9116840744,3/25/2024,04:00P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdNd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLD1296,NY,PAS,9116840756,3/25/2024,04:04P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdNeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
87887NB,NY,COM,9116840768,3/25/2024,04:10P,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,0.0,60.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdNeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KSX7214,NY,PAS,9116840770,3/25/2024,04:22P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdNelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVT8519,NY,PAS,9116840800,3/25/2024,04:33P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdkM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KRN2990,NY,PAS,9116840823,3/25/2024,04:44P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdkNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
BH03,NY,SRF,9116870578,3/14/2024,09:54P,DOUBLE PARKING,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaek5OUkZVelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GVV5463,NY,PAS,9116840665,3/25/2024,02:50P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65.0,0.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZreVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING HELD-GUILTY
C44SXD,NJ,PAS,9116840586,3/25/2024,02:13P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115.0,0.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkZVMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HXA5119,NY,PAS,9116840835,3/25/2024,05:37P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdkNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING PENDING
LAP2534,NY,PAS,9116840847,3/25/2024,05:59P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdjd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
FXV9607,NY,PAS,9116840859,3/25/2024,06:01P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdjeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZU7668,NY,PAS,9116840860,3/25/2024,06:02P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdjeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LAZ7129,NY,PAS,9116840872,3/26/2024,12:47P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdjelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
Y16RYV,NJ,PAS,9116840902,3/26/2024,01:05P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkd0M1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBK5922,NY,PAS,9116840914,3/26/2024,01:07P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkd0NFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBB8389,NY,PAS,9116840940,3/26/2024,01:10P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdzd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LDR4284,NY,PAS,9116840963,3/26/2024,01:13P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdzeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING PENDING
KPP4259,NY,PAS,9116840975,3/26/2024,01:14P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdzelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBM9601,NY,PAS,9116840987,3/26/2024,01:15P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdzMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING PENDING
KYF9323,NY,PAS,9116840999,3/26/2024,01:32P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdzMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLN4843,NY,PAS,9116841001,3/26/2024,01:38P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkVGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KTX9207,NY,PAS,9116841013,3/26/2024,02:25P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkVGNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KSP9431,NY,PAS,9116841025,3/26/2024,02:30P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkVGNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KUX6026,NY,PAS,9116841049,3/26/2024,03:20P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkVFd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
464LSJ,WA,PAS,9116841050,3/26/2024,04:14P,FIRE HYDRANT,115,0,0,0,0.0,115.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkVFeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LGK3517,NY,PAS,9116841062,3/26/2024,04:19P,FIRE HYDRANT,115,0,0,0,0.0,115.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkVFeVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KNV4685,NY,PAS,9116841086,3/26/2024,05:42P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkVFMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HRH4185,NY,PAS,9116845006,3/14/2024,08:45A,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVGM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MFB8206,PA,PAS,9116845031,3/14/2024,08:51A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVGNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HRA4848,NY,PAS,9116845055,3/14/2024,09:00A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVFeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LERL26,FL,PAS,9116845067,3/14/2024,09:01A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVFeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KFR4787,NY,PAS,9116840884,3/26/2024,12:50P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115.0,0.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOUkdjMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LFM5928,NY,PAS,9116845079,3/14/2024,09:07A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVFelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
UBK5509,VA,PAS,9116845080,3/14/2024,09:11A,NO PARKING-STREET CLEANING,65,0,0,0,30.0,35.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HBZ3583,NY,PAS,9116845109,3/14/2024,09:16A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVWM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
AX84982,CT,999,9116845110,3/14/2024,09:17A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KJG1483,NY,PAS,9116845122,3/14/2024,09:22A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVWNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HLM3607,NY,PAS,9116845134,3/14/2024,09:40A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVWNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
848MP8,MA,999,9116845146,3/14/2024,09:41A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVVd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T983,RI,PAS,9116845158,3/14/2024,09:48A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVVeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HGW1169,NY,PAS,9116845171,3/14/2024,09:55A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVVelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LEU5799,NY,PAS,9116845201,3/15/2024,06:45A,FIRE HYDRANT,115,0,0,0,0.0,115.0,81,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVsM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLV5280,NY,PAS,9116845213,3/15/2024,06:52A,FIRE HYDRANT,115,0,0,0,0.0,115.0,81,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVsNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
EEH6208,NY,PAS,9116845225,3/15/2024,06:53A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,81,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVsNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
UCV6929,VA,PAS,9116845249,3/15/2024,07:06A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVrd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
S1835042,GA,PAS,9116845262,3/15/2024,07:15A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVreVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GBD6551,NY,PAS,9116845274,3/15/2024,07:26A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkVrelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
A2XPDITE,NY,SRF,9116845304,3/15/2024,07:30A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkUxM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
3ASW17,MA,999,9116845316,3/15/2024,08:05A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkUxNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING HELD-GUILTY
MAJMAT,NY,RGL,9116845328,3/15/2024,08:08A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkUxNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LAV9246,NY,PAS,9116845353,3/15/2024,08:22A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkUweFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JHS1081,NY,PAS,9116845365,3/15/2024,08:30A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkUweVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JFN6773,NY,PAS,9116845377,3/15/2024,08:35A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkUwelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JFN6773,NY,PAS,9116845389,3/15/2024,08:36A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkUwMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
C22PHW,NJ,PAS,9116845390,3/15/2024,08:42A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,83,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJPVkUwMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
